Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,0.00952304124015213,-0.0384999999836778,0.0139434635699888,0,0,0,0.267600954992518,9.27694563083199E-05,7.75151444361343E-14,-2.56413813792822E-17,3.60005886849802E-05,6.50891916828143E-13,9.02125920436437E-05,0,0,0,0,0,0,package://Quadruped/meshes/base_link.STL,0.894117647058823,0.913725490196078,0.929411764705882,1,0,0,0,0,0,0,package://Quadruped/meshes/base_link.STL,,Channel Bracket-1;Channel Bracket-4;Channel Bracket-5;Multi Purpose Bracket-7;Multi Purpose Bracket-8;Multi Purpose Bracket-5;Multi Purpose Bracket-6;Servomotor SG 5010-4/Tap 02-1;Servomotor SG 5010-3/Tap 02-1;Servomotor SG 5010-3/Tap 01-1;Servomotor SG 5010-3/Tap 03-1;Servomotor SG 5010-4/Tap 01-1;Servomotor SG 5010-4/Tap 03-1;Servomotor SG 5010-1/Tap 02-1;Servomotor SG 5010-2/Tap 01-1;Servomotor SG 5010-2/Tap 02-1;Servomotor SG 5010-2/Tap 03-1;Servomotor SG 5010-1/Tap 03-1;Servomotor SG 5010-1/Tap 01-1,Coordinate_System2,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
leg_1_hip,0.0238940041079062,0.031792584261488,0.026781309985059,0,0,0,0.067077762894934,2.37941932882446E-05,-1.03091198376917E-06,-2.0851787492699E-08,2.49239414009393E-05,-5.27852080190577E-11,1.06832163798715E-05,0,0,0,0,0,0,package://Quadruped/meshes/leg_1_hip.STL,0.894117647058823,0.913725490196078,0.929411764705882,1,0,0,0,0,0,0,package://Quadruped/meshes/leg_1_hip.STL,,Offset Bracket-5;Multi Purpose Bracket-9;Servomotor SG 5010-5/Tap 02-1;Servomotor SG 5010-5/Tap 03-1;Servomotor SG 5010-5/Tap 01-1;Acople-3,leg_1_hip_coordinate,leg_1_hip_axis,leg1_hip_joint,revolute,0.06197,-0.082557,0.0385,3.1416,0,-0.056054,base_link,0,0,1,10,5,0,3,,,,,,,,
leg_1_knee,-0.0416421850295465,0.0235364816921849,-0.0309446231834363,0,0,0,0.0696914928060746,2.57631280608198E-05,-3.96590049532033E-07,-1.13787464895981E-07,1.97651580535786E-05,-3.60662001602266E-07,2.57670138527122E-05,0,0,0,0,0,0,package://Quadruped/meshes/leg_1_knee.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://Quadruped/meshes/leg_1_knee.STL,,Acople-6;U Long Bracket-4;Multi Purpose Bracket-13;Servomotor SG 5010-12/Tap 03-1;Servomotor SG 5010-12/Tap 02-1;Servomotor SG 5010-12/Tap 01-1,leg_1_knee_coordinate,leg_1_knee_axis,leg_1_knee_joint,revolute,0.060665,0.04177,0.036307,3.1416,0,-1.5708,leg_1_hip,0,-1,0,10,5,0,3,,,,,,,,
leg_1_ankle,3.36841665671272E-13,0.0280775387533091,0.0172277429088525,0,0,0,0.0169824099129692,1.11378366738052E-05,-3.17637355220363E-22,-4.87043944671223E-21,3.39360074925846E-06,-1.38701645112892E-20,9.36668224662848E-06,0,0,0,0,0,0,package://Quadruped/meshes/leg_1_ankle.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://Quadruped/meshes/leg_1_ankle.STL,,Acople-12;U Bracket-4,leg_1_ankle_coordinate,leg_1_ankle_axis,leg_1_ankle_joint,revolute,-0.046499,0.0005,-0.045091,3.1416,-1.0269,-3.1416,leg_1_knee,0,-1,0,10,5,0,3,,,,,,,,
leg_2_hip,0.0238940050809038,-0.0318845074159718,0.0267811755415515,0,0,0,0.0670777528778422,2.37941887246457E-05,1.03091155379707E-06,-2.08140379608125E-08,2.49239360302726E-05,-5.3739351215238E-11,1.06832159298643E-05,0,0,0,0,0,0,package://Quadruped/meshes/leg_2_hip.STL,0.894117647058823,0.913725490196078,0.929411764705882,1,0,0,0,0,0,0,package://Quadruped/meshes/leg_2_hip.STL,,Offset Bracket-2;Multi Purpose Bracket-12;Servomotor SG 5010-8/Tap 02-1;Servomotor SG 5010-8/Tap 01-1;Servomotor SG 5010-8/Tap 03-1;Acople-4,leg_2_hip_coordinate,leg_2_hip_axis,leg_2_hip_joint,revolute,0.06177,0.0055571,0.0385,3.1416,0,0.90705,base_link,0,0,-1,10,5,0,3,,,,,,,,
leg_2_knee,-0.0172246793386854,0.0235364817623663,0.0489382442054168,0,0,0,0.0696914931210657,2.58698344231019E-05,-1.27169967368347E-07,4.44517106603271E-08,1.97651573719921E-05,5.20757570984245E-07,2.56603065089136E-05,0,0,0,0,0,0,package://Quadruped/meshes/leg_2_knee.STL,0.894117647058823,0.913725490196078,0.929411764705882,1,0,0,0,0,0,0,package://Quadruped/meshes/leg_2_knee.STL,,U Long Bracket-5;Acople-5;Servomotor SG 5010-10/Tap 02-1;Multi Purpose Bracket-14;Servomotor SG 5010-10/Tap 01-1;Servomotor SG 5010-10/Tap 03-1,leg_2_knee_coordinate,leg_2_knee_axis,leg_2_knee_joint,revolute,0.060665,-0.04197,0.036307,0,0,1.5708,leg_2_hip,0,-1,0,10,5,0,3,,,,,,,,
leg_2_ankle,-8.41826608422025E-14,0.0280775387534135,0.0172277429085822,0,0,0,0.0169824099129692,1.11378366738051E-05,-3.42121901351932E-21,6.85567291683949E-21,3.39360074925846E-06,9.15854374218712E-21,9.36668224662836E-06,0,0,0,0,0,0,package://Quadruped/meshes/leg_2_ankle.STL,0.894117647058823,0.913725490196078,0.929411764705882,1,0,0,0,0,0,0,package://Quadruped/meshes/leg_2_ankle.STL,,U Bracket-5;Acople-10,leg_2_ankle_coordinate,leg_2_ankle_axis,leg_2_ankle_joint,revolute,-0.013342,0.0005,0.063382,0,1.0652,0,leg_2_knee,0,-1,0,10,5,0,3,,,,,,,,
leg_3_hip,0.0241828875435537,0.0321769622766387,0.0275025602046744,0,0,0,0.0662764719650818,2.3772765111836E-05,-1.03091231788725E-06,-2.08511149937911E-08,2.49025134599967E-05,-5.21654116313531E-11,1.06429146618344E-05,0,0,0,0,0,0,package://Quadruped/meshes/leg_3_hip.STL,0.894117647058823,0.913725490196078,0.929411764705882,1,0,0,0,0,0,0,package://Quadruped/meshes/leg_3_hip.STL,,Offset Bracket-3;Multi Purpose Bracket-11;Servomotor SG 5010-7/Tap 02-1;Servomotor SG 5010-7/Tap 01-1;Servomotor SG 5010-7/Tap 03-1,leg_3_hip_coordinate,leg_3_hip_axis,leg_3_hip_joint,revolute,-0.04277,0.0055571,0.0395,-3.1416,0,-2.9812,base_link,0,0,1,10,5,0,3,,,,,,,,
leg_3_knee,0.022535757284239,0.0235364816495744,0.0467309416989118,0,0,0,0.0696914925297254,2.58574870571026E-05,1.84030699074035E-07,-6.64124283965437E-08,1.97651572319704E-05,5.03481342492272E-07,2.56726536984704E-05,0,0,0,0,0,0,package://Quadruped/meshes/leg_3_knee.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://Quadruped/meshes/leg_3_knee.STL,,Acople-8;U Long Bracket-2;Multi Purpose Bracket-15;Servomotor SG 5010-9/Tap 02-1;Servomotor SG 5010-9/Tap 01-1;Servomotor SG 5010-9/Tap 03-1,leg_3_knee_coordinate,leg_3_knee_axis,leg_3_knee_joint,revolute,0.060665,0.04177,0.037307,0,0,1.5708,leg_3_hip,0,1,0,10,5,0,3,,,,,,,,
leg_3_ankle,5.43953770915095E-13,-0.0280775387471619,-0.0172277429114426,0,0,0,0.0169824099129693,1.11378366738053E-05,-6.35274710440725E-22,3.17637355220363E-21,3.3936007492585E-06,-2.27640104574593E-20,9.3666822466285E-06,0,0,0,0,0,0,package://Quadruped/meshes/leg_3_ankle.STL,0.894117647058823,0.913725490196078,0.929411764705882,1,0,0,0,0,0,0,package://Quadruped/meshes/leg_3_ankle.STL,,U Bracket-3;Acople-9,leg_3_ankle_coordinate,leg_3_ankle_axis,leg_3_ankle,revolute,0.020276,0.0005,0.061516,-3.1416,-0.27473,0,leg_3_knee,0,-1,0,10,5,0,3,,,,,,,,
